Community Name,Category,Crime Count,Date
GLENBROOK,Street Robbery,1,10/1/2019 0:00
GLENBROOK,Theft FROM Vehicle,4,10/1/2019 0:00
GLENBROOK,Theft OF Vehicle,6,10/1/2019 0:00
GLENDALE,Break & Enter - Commercial,1,10/1/2019 0:00
GLENDALE,Break & Enter - Other Premises,2,10/1/2019 0:00
GLENDALE,Theft FROM Vehicle,6,10/1/2019 0:00
GLENDALE,Theft OF Vehicle,1,10/1/2019 0:00
GOLDEN TRIANGLE,Theft OF Vehicle,1,10/1/2019 0:00
GREAT PLAINS,Break & Enter - Commercial,1,10/1/2019 0:00
GREAT PLAINS,Theft FROM Vehicle,2,10/1/2019 0:00
GREENVIEW,Street Robbery,1,10/1/2019 0:00
GREENVIEW,Theft FROM Vehicle,1,10/1/2019 0:00
GREENVIEW INDUSTRIAL PARK,Break & Enter - Commercial,6,10/1/2019 0:00
GREENVIEW INDUSTRIAL PARK,Break & Enter - Other Premises,1,10/1/2019 0:00
GREENVIEW INDUSTRIAL PARK,Theft FROM Vehicle,3,10/1/2019 0:00
GREENVIEW INDUSTRIAL PARK,Theft OF Vehicle,2,10/1/2019 0:00
HAMPTONS,Break & Enter - Dwelling,2,10/1/2019 0:00
HAMPTONS,Theft FROM Vehicle,4,10/1/2019 0:00
HAMPTONS,Theft OF Vehicle,1,10/1/2019 0:00
HARVEST HILLS,Assault (Non-domestic),1,10/1/2019 0:00
HARVEST HILLS,Theft FROM Vehicle,4,10/1/2019 0:00
HARVEST HILLS,Theft OF Vehicle,7,10/1/2019 0:00
HARVEST HILLS,Violence Other (Non-domestic),1,10/1/2019 0:00
HAWKWOOD,Assault (Non-domestic),1,10/1/2019 0:00
HAWKWOOD,Break & Enter - Dwelling,2,10/1/2019 0:00
HAWKWOOD,Street Robbery,1,10/1/2019 0:00
HAWKWOOD,Theft FROM Vehicle,3,10/1/2019 0:00
HAWKWOOD,Theft OF Vehicle,2,10/1/2019 0:00
HAWKWOOD,Violence Other (Non-domestic),1,10/1/2019 0:00
HAYSBORO,Assault (Non-domestic),2,10/1/2019 0:00
HAYSBORO,Break & Enter - Commercial,3,10/1/2019 0:00
HAYSBORO,Break & Enter - Dwelling,2,10/1/2019 0:00
HAYSBORO,Break & Enter - Other Premises,3,10/1/2019 0:00
HAYSBORO,Theft FROM Vehicle,5,10/1/2019 0:00
HAYSBORO,Theft OF Vehicle,2,10/1/2019 0:00
HIDDEN VALLEY,Assault (Non-domestic),1,10/1/2019 0:00
HIDDEN VALLEY,Break & Enter - Other Premises,2,10/1/2019 0:00
HIDDEN VALLEY,Theft FROM Vehicle,7,10/1/2019 0:00
HIDDEN VALLEY,Theft OF Vehicle,1,10/1/2019 0:00
HIGHFIELD,Break & Enter - Commercial,5,10/1/2019 0:00
HIGHFIELD,Theft FROM Vehicle,5,10/1/2019 0:00
HIGHFIELD,Theft OF Vehicle,2,10/1/2019 0:00
HIGHLAND PARK,Assault (Non-domestic),1,10/1/2019 0:00
HIGHLAND PARK,Break & Enter - Commercial,2,10/1/2019 0:00
HIGHLAND PARK,Break & Enter - Dwelling,1,10/1/2019 0:00
HIGHLAND PARK,Break & Enter - Other Premises,2,10/1/2019 0:00
HIGHLAND PARK,Theft FROM Vehicle,6,10/1/2019 0:00
HIGHLAND PARK,Theft OF Vehicle,1,10/1/2019 0:00
HIGHWOOD,Break & Enter - Commercial,1,10/1/2019 0:00
HIGHWOOD,Theft FROM Vehicle,4,10/1/2019 0:00
HIGHWOOD,Theft OF Vehicle,1,10/1/2019 0:00
HILLHURST,Assault (Non-domestic),2,10/1/2019 0:00
HILLHURST,Break & Enter - Commercial,13,10/1/2019 0:00
HILLHURST,Break & Enter - Other Premises,2,10/1/2019 0:00
HILLHURST,Theft FROM Vehicle,13,10/1/2019 0:00
HILLHURST,Theft OF Vehicle,2,10/1/2019 0:00
HORIZON,Break & Enter - Commercial,5,10/1/2019 0:00
HORIZON,Theft FROM Vehicle,7,10/1/2019 0:00
HORIZON,Theft OF Vehicle,3,10/1/2019 0:00
HOUNSFIELD HEIGHTS/BRIAR HILL,Assault (Non-domestic),2,10/1/2019 0:00
HOUNSFIELD HEIGHTS/BRIAR HILL,Break & Enter - Dwelling,1,10/1/2019 0:00
HOUNSFIELD HEIGHTS/BRIAR HILL,Theft FROM Vehicle,7,10/1/2019 0:00
HOUNSFIELD HEIGHTS/BRIAR HILL,Theft OF Vehicle,2,10/1/2019 0:00
HUNTINGTON HILLS,Assault (Non-domestic),7,10/1/2019 0:00
HUNTINGTON HILLS,Break & Enter - Commercial,1,10/1/2019 0:00
HUNTINGTON HILLS,Break & Enter - Other Premises,7,10/1/2019 0:00
HUNTINGTON HILLS,Commercial Robbery,1,10/1/2019 0:00
HUNTINGTON HILLS,Street Robbery,1,10/1/2019 0:00
HUNTINGTON HILLS,Theft FROM Vehicle,7,10/1/2019 0:00
HUNTINGTON HILLS,Theft OF Vehicle,7,10/1/2019 0:00
HUNTINGTON HILLS,Violence Other (Non-domestic),2,10/1/2019 0:00
INGLEWOOD,Assault (Non-domestic),2,10/1/2019 0:00
INGLEWOOD,Break & Enter - Commercial,4,10/1/2019 0:00
INGLEWOOD,Break & Enter - Other Premises,1,10/1/2019 0:00
INGLEWOOD,Commercial Robbery,1,10/1/2019 0:00
INGLEWOOD,Street Robbery,1,10/1/2019 0:00
INGLEWOOD,Theft FROM Vehicle,4,10/1/2019 0:00
INGLEWOOD,Theft OF Vehicle,2,10/1/2019 0:00
KELVIN GROVE,Break & Enter - Commercial,2,10/1/2019 0:00
KELVIN GROVE,Break & Enter - Dwelling,2,10/1/2019 0:00
KELVIN GROVE,Break & Enter - Other Premises,1,10/1/2019 0:00
KELVIN GROVE,Theft FROM Vehicle,2,10/1/2019 0:00
KEYSTONE HILLS,Theft OF Vehicle,1,10/1/2019 0:00
KILLARNEY/GLENGARRY,Assault (Non-domestic),1,10/1/2019 0:00
KILLARNEY/GLENGARRY,Break & Enter - Commercial,1,10/1/2019 0:00
KILLARNEY/GLENGARRY,Break & Enter - Other Premises,4,10/1/2019 0:00
KILLARNEY/GLENGARRY,Theft FROM Vehicle,8,10/1/2019 0:00
KILLARNEY/GLENGARRY,Theft OF Vehicle,2,10/1/2019 0:00
KILLARNEY/GLENGARRY,Violence Other (Non-domestic),2,10/1/2019 0:00
KINCORA,Assault (Non-domestic),1,10/1/2019 0:00
KINCORA,Break & Enter - Commercial,1,10/1/2019 0:00
KINCORA,Theft FROM Vehicle,6,10/1/2019 0:00
KINCORA,Theft OF Vehicle,1,10/1/2019 0:00
KINGSLAND,Assault (Non-domestic),5,10/1/2019 0:00
KINGSLAND,Break & Enter - Commercial,6,10/1/2019 0:00
KINGSLAND,Break & Enter - Dwelling,2,10/1/2019 0:00
KINGSLAND,Break & Enter - Other Premises,1,10/1/2019 0:00
KINGSLAND,Theft FROM Vehicle,16,10/1/2019 0:00
KINGSLAND,Theft OF Vehicle,10,10/1/2019 0:00
LAKE BONAVISTA,Break & Enter - Commercial,3,10/1/2019 0:00
LAKE BONAVISTA,Break & Enter - Dwelling,2,10/1/2019 0:00
LAKE BONAVISTA,Break & Enter - Other Premises,7,10/1/2019 0:00
LAKE BONAVISTA,Theft FROM Vehicle,7,10/1/2019 0:00
LAKE BONAVISTA,Theft OF Vehicle,2,10/1/2019 0:00
LAKEVIEW,Break & Enter - Commercial,1,10/1/2019 0:00
LAKEVIEW,Break & Enter - Dwelling,1,10/1/2019 0:00
LAKEVIEW,Break & Enter - Other Premises,1,10/1/2019 0:00
LAKEVIEW,Theft FROM Vehicle,2,10/1/2019 0:00
LEGACY,Theft OF Vehicle,1,10/1/2019 0:00
LINCOLN PARK,Assault (Non-domestic),1,10/1/2019 0:00
LINCOLN PARK,Commercial Robbery,1,10/1/2019 0:00
LINCOLN PARK,Theft FROM Vehicle,3,10/1/2019 0:00
LIVINGSTON,Break & Enter - Commercial,2,10/1/2019 0:00
LIVINGSTON,Break & Enter - Dwelling,1,10/1/2019 0:00
LIVINGSTON,Theft FROM Vehicle,1,10/1/2019 0:00
LIVINGSTON,Theft OF Vehicle,2,10/1/2019 0:00
LOWER MOUNT ROYAL,Assault (Non-domestic),1,10/1/2019 0:00
LOWER MOUNT ROYAL,Break & Enter - Commercial,6,10/1/2019 0:00
LOWER MOUNT ROYAL,Break & Enter - Dwelling,1,10/1/2019 0:00
LOWER MOUNT ROYAL,Theft FROM Vehicle,13,10/1/2019 0:00
LOWER MOUNT ROYAL,Theft OF Vehicle,3,10/1/2019 0:00
LOWER MOUNT ROYAL,Violence Other (Non-domestic),2,10/1/2019 0:00
MACEWAN GLEN,Break & Enter - Dwelling,1,10/1/2019 0:00
MACEWAN GLEN,Break & Enter - Other Premises,2,10/1/2019 0:00
MACEWAN GLEN,Theft FROM Vehicle,3,10/1/2019 0:00
MAHOGANY,Assault (Non-domestic),2,10/1/2019 0:00
MAHOGANY,Break & Enter - Commercial,1,10/1/2019 0:00
MAHOGANY,Break & Enter - Dwelling,1,10/1/2019 0:00
MAHOGANY,Theft FROM Vehicle,5,10/1/2019 0:00
MAHOGANY,Theft OF Vehicle,1,10/1/2019 0:00
MANCHESTER,Assault (Non-domestic),4,10/1/2019 0:00
MANCHESTER,Break & Enter - Commercial,5,10/1/2019 0:00
MANCHESTER,Theft FROM Vehicle,6,10/1/2019 0:00
MANCHESTER,Theft OF Vehicle,1,10/1/2019 0:00
MANCHESTER INDUSTRIAL,Assault (Non-domestic),6,10/1/2019 0:00
MANCHESTER INDUSTRIAL,Break & Enter - Commercial,14,10/1/2019 0:00
MANCHESTER INDUSTRIAL,Break & Enter - Other Premises,1,10/1/2019 0:00
MANCHESTER INDUSTRIAL,Commercial Robbery,1,10/1/2019 0:00
MANCHESTER INDUSTRIAL,Street Robbery,1,10/1/2019 0:00
MANCHESTER INDUSTRIAL,Theft FROM Vehicle,11,10/1/2019 0:00
MANCHESTER INDUSTRIAL,Theft OF Vehicle,8,10/1/2019 0:00
MANCHESTER INDUSTRIAL,Violence Other (Non-domestic),2,10/1/2019 0:00
MAPLE RIDGE,Break & Enter - Dwelling,1,10/1/2019 0:00
MAPLE RIDGE,Theft FROM Vehicle,4,10/1/2019 0:00
MAPLE RIDGE,Violence Other (Non-domestic),1,10/1/2019 0:00
MARLBOROUGH,Assault (Non-domestic),4,10/1/2019 0:00
MARLBOROUGH,Break & Enter - Commercial,3,10/1/2019 0:00
MARLBOROUGH,Break & Enter - Other Premises,1,10/1/2019 0:00
MARLBOROUGH,Commercial Robbery,3,10/1/2019 0:00
MARLBOROUGH,Street Robbery,1,10/1/2019 0:00
MARLBOROUGH,Theft FROM Vehicle,11,10/1/2019 0:00
MARLBOROUGH,Theft OF Vehicle,8,10/1/2019 0:00
MARLBOROUGH,Violence Other (Non-domestic),2,10/1/2019 0:00
MARLBOROUGH PARK,Assault (Non-domestic),2,10/1/2019 0:00
MARLBOROUGH PARK,Break & Enter - Dwelling,1,10/1/2019 0:00
MARLBOROUGH PARK,Commercial Robbery,1,10/1/2019 0:00
MARLBOROUGH PARK,Street Robbery,2,10/1/2019 0:00
MARLBOROUGH PARK,Theft FROM Vehicle,7,10/1/2019 0:00
MARLBOROUGH PARK,Theft OF Vehicle,5,10/1/2019 0:00
MARLBOROUGH PARK,Violence Other (Non-domestic),1,10/1/2019 0:00
MARTINDALE,Assault (Non-domestic),8,10/1/2019 0:00
MARTINDALE,Break & Enter - Dwelling,2,10/1/2019 0:00
MARTINDALE,Break & Enter - Other Premises,1,10/1/2019 0:00
MARTINDALE,Street Robbery,7,10/1/2019 0:00
MARTINDALE,Theft FROM Vehicle,11,10/1/2019 0:00
MARTINDALE,Theft OF Vehicle,5,10/1/2019 0:00
MARTINDALE,Violence Other (Non-domestic),3,10/1/2019 0:00
MAYFAIR,Break & Enter - Dwelling,1,10/1/2019 0:00
MAYLAND,Break & Enter - Commercial,2,10/1/2019 0:00
MAYLAND,Theft OF Vehicle,1,10/1/2019 0:00
MAYLAND,Violence Other (Non-domestic),1,10/1/2019 0:00
MAYLAND HEIGHTS,Break & Enter - Commercial,1,10/1/2019 0:00
MAYLAND HEIGHTS,Break & Enter - Dwelling,2,10/1/2019 0:00
MAYLAND HEIGHTS,Break & Enter - Other Premises,3,10/1/2019 0:00
MAYLAND HEIGHTS,Theft FROM Vehicle,5,10/1/2019 0:00
MAYLAND HEIGHTS,Theft OF Vehicle,3,10/1/2019 0:00
MCCALL,Break & Enter - Commercial,4,10/1/2019 0:00
MCCALL,Break & Enter - Other Premises,1,10/1/2019 0:00
MCCALL,Theft OF Vehicle,1,10/1/2019 0:00
MCKENZIE LAKE,Assault (Non-domestic),1,10/1/2019 0:00
MCKENZIE LAKE,Break & Enter - Dwelling,2,10/1/2019 0:00
MCKENZIE LAKE,Break & Enter - Other Premises,1,10/1/2019 0:00
MCKENZIE LAKE,Commercial Robbery,1,10/1/2019 0:00
MCKENZIE LAKE,Theft FROM Vehicle,4,10/1/2019 0:00
MCKENZIE LAKE,Theft OF Vehicle,2,10/1/2019 0:00
MCKENZIE LAKE,Violence Other (Non-domestic),2,10/1/2019 0:00
MCKENZIE TOWNE,Assault (Non-domestic),1,10/1/2019 0:00
MCKENZIE TOWNE,Break & Enter - Commercial,4,10/1/2019 0:00
MCKENZIE TOWNE,Break & Enter - Other Premises,1,10/1/2019 0:00
MCKENZIE TOWNE,Theft FROM Vehicle,6,10/1/2019 0:00
MCKENZIE TOWNE,Theft OF Vehicle,4,10/1/2019 0:00
MCKENZIE TOWNE,Violence Other (Non-domestic),2,10/1/2019 0:00
MEADOWLARK PARK,Assault (Non-domestic),3,10/1/2019 0:00
MEADOWLARK PARK,Break & Enter - Dwelling,1,10/1/2019 0:00
MEADOWLARK PARK,Theft FROM Vehicle,10,10/1/2019 0:00
MEADOWLARK PARK,Theft OF Vehicle,3,10/1/2019 0:00
MERIDIAN,Assault (Non-domestic),1,10/1/2019 0:00
MERIDIAN,Break & Enter - Commercial,1,10/1/2019 0:00
MERIDIAN,Street Robbery,1,10/1/2019 0:00
MIDNAPORE,Assault (Non-domestic),1,10/1/2019 0:00
MIDNAPORE,Break & Enter - Commercial,1,10/1/2019 0:00
MIDNAPORE,Theft FROM Vehicle,4,10/1/2019 0:00
MIDNAPORE,Theft OF Vehicle,1,10/1/2019 0:00
MIDNAPORE,Violence Other (Non-domestic),1,10/1/2019 0:00
MILLRISE,Break & Enter - Commercial,1,10/1/2019 0:00
MILLRISE,Theft FROM Vehicle,3,10/1/2019 0:00
MISSION,Break & Enter - Commercial,11,10/1/2019 0:00
MISSION,Break & Enter - Dwelling,1,10/1/2019 0:00
MISSION,Break & Enter - Other Premises,2,10/1/2019 0:00
MISSION,Theft FROM Vehicle,21,10/1/2019 0:00
MISSION,Theft OF Vehicle,2,10/1/2019 0:00
MISSION,Violence Other (Non-domestic),3,10/1/2019 0:00
MONTEREY PARK,Assault (Non-domestic),1,10/1/2019 0:00
MONTEREY PARK,Break & Enter - Commercial,2,10/1/2019 0:00
MONTEREY PARK,Break & Enter - Dwelling,4,10/1/2019 0:00
MONTEREY PARK,Break & Enter - Other Premises,2,10/1/2019 0:00
MONTEREY PARK,Theft FROM Vehicle,7,10/1/2019 0:00
MONTEREY PARK,Theft OF Vehicle,6,10/1/2019 0:00
MONTGOMERY,Assault (Non-domestic),2,10/1/2019 0:00
MONTGOMERY,Break & Enter - Commercial,2,10/1/2019 0:00
MONTGOMERY,Break & Enter - Other Premises,1,10/1/2019 0:00
MONTGOMERY,Commercial Robbery,1,10/1/2019 0:00
MONTGOMERY,Theft FROM Vehicle,13,10/1/2019 0:00
MONTGOMERY,Theft OF Vehicle,9,10/1/2019 0:00
MONTGOMERY,Violence Other (Non-domestic),2,10/1/2019 0:00
MOUNT PLEASANT,Break & Enter - Commercial,3,10/1/2019 0:00
MOUNT PLEASANT,Break & Enter - Dwelling,1,10/1/2019 0:00
MOUNT PLEASANT,Break & Enter - Other Premises,5,10/1/2019 0:00
MOUNT PLEASANT,Theft FROM Vehicle,9,10/1/2019 0:00
MOUNT PLEASANT,Theft OF Vehicle,1,10/1/2019 0:00
NEW BRIGHTON,Assault (Non-domestic),1,10/1/2019 0:00
NEW BRIGHTON,Break & Enter - Dwelling,1,10/1/2019 0:00
NEW BRIGHTON,Theft FROM Vehicle,4,10/1/2019 0:00
NEW BRIGHTON,Theft OF Vehicle,3,10/1/2019 0:00
NEW BRIGHTON,Violence Other (Non-domestic),1,10/1/2019 0:00
NORTH AIRWAYS,Break & Enter - Commercial,1,10/1/2019 0:00
NORTH AIRWAYS,Theft FROM Vehicle,5,10/1/2019 0:00
NORTH AIRWAYS,Theft OF Vehicle,2,10/1/2019 0:00
NORTH GLENMORE PARK,Break & Enter - Other Premises,4,10/1/2019 0:00
NORTH GLENMORE PARK,Theft FROM Vehicle,4,10/1/2019 0:00
NORTH GLENMORE PARK,Theft OF Vehicle,1,10/1/2019 0:00
NORTH HAVEN,Assault (Non-domestic),1,10/1/2019 0:00
NORTH HAVEN,Break & Enter - Other Premises,1,10/1/2019 0:00
NORTH HAVEN,Theft FROM Vehicle,3,10/1/2019 0:00
NOSE HILL PARK,Theft FROM Vehicle,2,10/1/2019 0:00
OAKRIDGE,Break & Enter - Dwelling,6,10/1/2019 0:00
OAKRIDGE,Theft OF Vehicle,1,10/1/2019 0:00
OAKRIDGE,Violence Other (Non-domestic),1,10/1/2019 0:00
OGDEN,Assault (Non-domestic),2,10/1/2019 0:00
OGDEN,Break & Enter - Commercial,3,10/1/2019 0:00
OGDEN,Break & Enter - Dwelling,1,10/1/2019 0:00
OGDEN,Break & Enter - Other Premises,2,10/1/2019 0:00
OGDEN,Commercial Robbery,2,10/1/2019 0:00
OGDEN,Theft FROM Vehicle,6,10/1/2019 0:00
OGDEN,Theft OF Vehicle,8,10/1/2019 0:00
OGDEN SHOPS,Break & Enter - Commercial,1,10/1/2019 0:00
PALLISER,Break & Enter - Commercial,3,10/1/2019 0:00
PALLISER,Theft FROM Vehicle,4,10/1/2019 0:00
PALLISER,Theft OF Vehicle,2,10/1/2019 0:00
PANORAMA HILLS,Assault (Non-domestic),2,10/1/2019 0:00
PANORAMA HILLS,Break & Enter - Commercial,4,10/1/2019 0:00
PANORAMA HILLS,Break & Enter - Dwelling,2,10/1/2019 0:00
PANORAMA HILLS,Street Robbery,1,10/1/2019 0:00
PANORAMA HILLS,Theft FROM Vehicle,11,10/1/2019 0:00
PANORAMA HILLS,Theft OF Vehicle,3,10/1/2019 0:00
PANORAMA HILLS,Violence Other (Non-domestic),3,10/1/2019 0:00
PARKDALE,Break & Enter - Other Premises,1,10/1/2019 0:00
PARKDALE,Theft FROM Vehicle,5,10/1/2019 0:00
PARKDALE,Theft OF Vehicle,1,10/1/2019 0:00
PARKDALE,Violence Other (Non-domestic),3,10/1/2019 0:00
PARKHILL,Break & Enter - Commercial,2,10/1/2019 0:00
PARKHILL,Theft FROM Vehicle,8,10/1/2019 0:00
PARKHILL,Theft OF Vehicle,1,10/1/2019 0:00
PARKLAND,Break & Enter - Dwelling,1,10/1/2019 0:00
PARKLAND,Break & Enter - Other Premises,1,10/1/2019 0:00
PARKLAND,Street Robbery,1,10/1/2019 0:00
PARKLAND,Theft FROM Vehicle,3,10/1/2019 0:00
PATTERSON,Break & Enter - Commercial,1,10/1/2019 0:00
PATTERSON,Theft FROM Vehicle,1,10/1/2019 0:00
PEGASUS,Break & Enter - Commercial,1,10/1/2019 0:00
PEGASUS,Theft FROM Vehicle,1,10/1/2019 0:00
PEGASUS,Theft OF Vehicle,2,10/1/2019 0:00
PENBROOKE MEADOWS,Assault (Non-domestic),1,10/1/2019 0:00
PENBROOKE MEADOWS,Break & Enter - Commercial,3,10/1/2019 0:00
PENBROOKE MEADOWS,Break & Enter - Dwelling,1,10/1/2019 0:00
PENBROOKE MEADOWS,Break & Enter - Other Premises,5,10/1/2019 0:00
PENBROOKE MEADOWS,Theft FROM Vehicle,8,10/1/2019 0:00
PENBROOKE MEADOWS,Theft OF Vehicle,5,10/1/2019 0:00
PENBROOKE MEADOWS,Violence Other (Non-domestic),2,10/1/2019 0:00
PINERIDGE,Assault (Non-domestic),5,10/1/2019 0:00
PINERIDGE,Break & Enter - Commercial,2,10/1/2019 0:00
PINERIDGE,Break & Enter - Dwelling,4,10/1/2019 0:00
PINERIDGE,Break & Enter - Other Premises,3,10/1/2019 0:00
PINERIDGE,Commercial Robbery,1,10/1/2019 0:00
PINERIDGE,Theft FROM Vehicle,19,10/1/2019 0:00
PINERIDGE,Theft OF Vehicle,3,10/1/2019 0:00
POINT MCKAY,Break & Enter - Dwelling,1,10/1/2019 0:00
POINT MCKAY,Theft FROM Vehicle,2,10/1/2019 0:00
PUMP HILL,Break & Enter - Dwelling,1,10/1/2019 0:00
PUMP HILL,Theft FROM Vehicle,3,10/1/2019 0:00
PUMP HILL,Theft OF Vehicle,1,10/1/2019 0:00
QUEENSLAND,Assault (Non-domestic),1,10/1/2019 0:00
QUEENSLAND,Break & Enter - Commercial,4,10/1/2019 0:00
QUEENSLAND,Break & Enter - Other Premises,1,10/1/2019 0:00
QUEENSLAND,Commercial Robbery,1,10/1/2019 0:00
QUEENSLAND,Street Robbery,1,10/1/2019 0:00
QUEENSLAND,Theft FROM Vehicle,6,10/1/2019 0:00
RAMSAY,Assault (Non-domestic),2,10/1/2019 0:00
RAMSAY,Theft FROM Vehicle,3,10/1/2019 0:00
RAMSAY,Theft OF Vehicle,3,10/1/2019 0:00
RANCHLANDS,Assault (Non-domestic),1,10/1/2019 0:00
RANCHLANDS,Break & Enter - Dwelling,1,10/1/2019 0:00
RANCHLANDS,Theft FROM Vehicle,7,10/1/2019 0:00
RED CARPET,Break & Enter - Commercial,1,10/1/2019 0:00
RED CARPET,Theft FROM Vehicle,1,10/1/2019 0:00
REDSTONE,Break & Enter - Commercial,7,10/1/2019 0:00
REDSTONE,Break & Enter - Dwelling,2,10/1/2019 0:00
REDSTONE,Theft FROM Vehicle,1,10/1/2019 0:00
REDSTONE,Theft OF Vehicle,1,10/1/2019 0:00
RENFREW,Break & Enter - Commercial,3,10/1/2019 0:00
RENFREW,Break & Enter - Other Premises,1,10/1/2019 0:00
RENFREW,Theft FROM Vehicle,11,10/1/2019 0:00
RENFREW,Theft OF Vehicle,3,10/1/2019 0:00
RENFREW,Violence Other (Non-domestic),1,10/1/2019 0:00
RICHMOND,Assault (Non-domestic),1,10/1/2019 0:00
RICHMOND,Break & Enter - Commercial,3,10/1/2019 0:00
RICHMOND,Break & Enter - Dwelling,1,10/1/2019 0:00
RICHMOND,Break & Enter - Other Premises,3,10/1/2019 0:00
RICHMOND,Theft FROM Vehicle,9,10/1/2019 0:00
RICHMOND,Theft OF Vehicle,2,10/1/2019 0:00
RICHMOND,Violence Other (Non-domestic),1,10/1/2019 0:00
RIDEAU PARK,Break & Enter - Commercial,1,10/1/2019 0:00
RIDEAU PARK,Theft FROM Vehicle,1,10/1/2019 0:00
RIVERBEND,Break & Enter - Dwelling,3,10/1/2019 0:00
RIVERBEND,Break & Enter - Other Premises,1,10/1/2019 0:00
RIVERBEND,Theft FROM Vehicle,6,10/1/2019 0:00
RIVERBEND,Theft OF Vehicle,2,10/1/2019 0:00
ROCKY RIDGE,Theft FROM Vehicle,2,10/1/2019 0:00
ROCKY RIDGE,Theft OF Vehicle,2,10/1/2019 0:00
ROSEDALE,Theft FROM Vehicle,1,10/1/2019 0:00
ROSEMONT,Theft FROM Vehicle,1,10/1/2019 0:00
ROSSCARROCK,Assault (Non-domestic),4,10/1/2019 0:00
ROSSCARROCK,Break & Enter - Other Premises,1,10/1/2019 0:00
ROSSCARROCK,Commercial Robbery,2,10/1/2019 0:00
ROSSCARROCK,Theft FROM Vehicle,2,10/1/2019 0:00
ROSSCARROCK,Theft OF Vehicle,4,10/1/2019 0:00
ROSSCARROCK,Violence Other (Non-domestic),3,10/1/2019 0:00
ROXBORO,Theft FROM Vehicle,1,10/1/2019 0:00
ROYAL OAK,Break & Enter - Commercial,1,10/1/2019 0:00
ROYAL OAK,Theft FROM Vehicle,2,10/1/2019 0:00
ROYAL OAK,Theft OF Vehicle,1,10/1/2019 0:00
ROYAL VISTA,Theft OF Vehicle,1,10/1/2019 0:00
RUNDLE,Assault (Non-domestic),2,10/1/2019 0:00
RUNDLE,Break & Enter - Commercial,2,10/1/2019 0:00
RUNDLE,Break & Enter - Other Premises,3,10/1/2019 0:00
RUNDLE,Theft FROM Vehicle,7,10/1/2019 0:00
RUNDLE,Theft OF Vehicle,4,10/1/2019 0:00
RUNDLE,Violence Other (Non-domestic),2,10/1/2019 0:00
RUTLAND PARK,Break & Enter - Commercial,1,10/1/2019 0:00
RUTLAND PARK,Break & Enter - Other Premises,1,10/1/2019 0:00
SADDLE RIDGE,Assault (Non-domestic),4,10/1/2019 0:00
SADDLE RIDGE,Break & Enter - Commercial,8,10/1/2019 0:00
SADDLE RIDGE,Break & Enter - Dwelling,1,10/1/2019 0:00
SADDLE RIDGE,Break & Enter - Other Premises,1,10/1/2019 0:00
SADDLE RIDGE,Street Robbery,2,10/1/2019 0:00
SADDLE RIDGE,Theft FROM Vehicle,14,10/1/2019 0:00
SADDLE RIDGE,Theft OF Vehicle,12,10/1/2019 0:00
SADDLE RIDGE,Violence Other (Non-domestic),1,10/1/2019 0:00
SADDLE RIDGE INDUSTRIAL,Break & Enter - Commercial,3,10/1/2019 0:00
SADDLE RIDGE INDUSTRIAL,Break & Enter - Other Premises,1,10/1/2019 0:00
SADDLE RIDGE INDUSTRIAL,Theft OF Vehicle,2,10/1/2019 0:00
SAGE HILL,Break & Enter - Commercial,1,10/1/2019 0:00
SAGE HILL,Break & Enter - Dwelling,2,10/1/2019 0:00
SAGE HILL,Theft FROM Vehicle,2,10/1/2019 0:00
SAGE HILL,Violence Other (Non-domestic),2,10/1/2019 0:00
SANDSTONE VALLEY,Theft FROM Vehicle,1,10/1/2019 0:00
SANDSTONE VALLEY,Theft OF Vehicle,1,10/1/2019 0:00
SCARBORO,Assault (Non-domestic),1,10/1/2019 0:00
SCARBORO,Break & Enter - Dwelling,1,10/1/2019 0:00
SCARBORO,Break & Enter - Other Premises,1,10/1/2019 0:00
SCARBORO/ SUNALTA WEST,Theft FROM Vehicle,1,10/1/2019 0:00
SCENIC ACRES,Assault (Non-domestic),1,10/1/2019 0:00
SCENIC ACRES,Break & Enter - Dwelling,2,10/1/2019 0:00
SCENIC ACRES,Break & Enter - Other Premises,1,10/1/2019 0:00
SCENIC ACRES,Theft FROM Vehicle,7,10/1/2019 0:00
SCENIC ACRES,Theft OF Vehicle,1,10/1/2019 0:00
SCENIC ACRES,Violence Other (Non-domestic),1,10/1/2019 0:00
SECTION 23,Break & Enter - Commercial,3,10/1/2019 0:00
SECTION 23,Theft FROM Vehicle,1,10/1/2019 0:00
SETON,Assault (Non-domestic),4,10/1/2019 0:00
SETON,Break & Enter - Commercial,3,10/1/2019 0:00
SHAGANAPPI,Break & Enter - Commercial,1,10/1/2019 0:00
SHAGANAPPI,Break & Enter - Other Premises,1,10/1/2019 0:00
SHAGANAPPI,Theft FROM Vehicle,2,10/1/2019 0:00
SHAGANAPPI,Theft OF Vehicle,2,10/1/2019 0:00
SHAGANAPPI,Violence Other (Non-domestic),1,10/1/2019 0:00
SHAWNEE SLOPES,Theft FROM Vehicle,2,10/1/2019 0:00
SHAWNEE SLOPES,Theft OF Vehicle,1,10/1/2019 0:00
SHAWNESSY,Assault (Non-domestic),3,10/1/2019 0:00
SHAWNESSY,Break & Enter - Commercial,2,10/1/2019 0:00
SHAWNESSY,Break & Enter - Dwelling,1,10/1/2019 0:00
SHAWNESSY,Street Robbery,2,10/1/2019 0:00
